guid	text_a	most-value	in-decrease	speci	cmp	more-less	trend
guid_11-0	一听是萌兽，一看是猛兽。玉兔是传说，天兔却不是。2013年9月22日19时40分前后，今年第19号强台风天兔的中心在广东省汕尾市沿海登陆，给附近地区带来狂风暴雨。下列问题关于台风的叙述正确的是	0	0	0	0	1	0
guid_11-1	一听是萌兽，一看是猛兽。玉兔是传说，天兔却不是。2013年9月22日19时40分前后，今年第19号强台风天兔的中心在广东省汕尾市沿海登陆，给附近地区带来狂风暴雨。下列问题图为台风经过汕头时的风速变化图示意图，台风最接近该地是：	0	0	0	0	1	0
guid_12-0	是杭州市观测点不同时段地铁运输人数变化曲线图，据此下面小题。该观测点可能位于下列哪个功能区	0	0	0	0	1	0
guid_12-1	是杭州市观测点不同时段地铁运输人数变化曲线图，据此下面小题。目前，一般城市选择远郊建造公租房经济适用房，影响决策的主导因素是	0	0	0	0	1	0
guid_13-0	：2001-2007年江苏人口	0	0	0	0	0	1
guid_14-0	示意安徽省1990-2030年城市化水平统计及预测。完成下列各题。安徽省城市化进程的表现有	0	1	0	0	0	1
guid_14-1	示意安徽省1990-2030年城市化水平统计及预测。完成下列各题。目前安徽省城市化进程的特点是	0	1	0	0	0	1
guid_15-0	为某地某日气温实况图下列叙述正确的是	1	0	0	0	1	1
guid_16-0	凋落物是联系植被与土壤两个系统的纽带，主要包括植被凋落的叶和茎等物质。左图为我国某地凋落物数量的逐月变化示意图，右图为甲树种春季凋落景观图。完成小题。乙树种广泛分布于我国下列地区中的	0	0	0	1	1	0
guid_16-1	凋落物是联系植被与土壤两个系统的纽带，主要包括植被凋落的叶和茎等物质。左图为我国某地凋落物数量的逐月变化示意图，右图为甲树种春季凋落景观图。完成小题。造成甲树种春季凋落较多的最主要原因是	0	0	0	1	1	0
guid_17-0	为长江三角洲某城市多年平均太阳辐射值逐月变化柱状图。完成各题。该城市平均太阳辐射值最大的季节是	0	0	0	0	1	0
guid_17-1	为长江三角洲某城市多年平均太阳辐射值逐月变化柱状图。完成各题。该城市各月平均太阳辐射值	0	0	1	0	0	0
guid_18-0	种植类型多样性指数可以衡量区域农业发展过程中种植结构的变化，数值越大，农作物的多样性越强。老挝地处中南半岛北部，属于热带季风气候。该国以稻谷种植为主，是典型的传统农业国。示意图1975-2015年种植类型多样性指数的变化，据此完成下面小题。2005年以来，影响老挝种植类型多样性指数变化的主要因素是	0	0	0	0	0	1
guid_19-0	1995-2009年我国某省级行政区户籍人口迁移变动情况图结合所学知识，完成下题1995-2009年，该省级行政区户籍人口	0	0	0	0	0	1
guid_19-1	1995-2009年我国某省级行政区户籍人口迁移变动情况图结合所学知识，完成下题从人口迁移模式看，该省级行政区域可能是	0	0	0	0	0	1
guid_20-0	我国某地区农业资源利用评价表单位：%），完成下面小题。该地区发展农业生产的限制性因素是	1	0	0	0	1	0
guid_20-1	我国某地区农业资源利用评价表单位：%），完成下面小题。该地区最适合种植的是	0	0	0	1	0	0
guid_21-0	对外贸易依存度是指一国的进出口总额与该国国民生产总值或国内生产总值之比。对外贸易依存度反映一国对国际市场的依赖程度，体现本国经济增长对进出口贸易的依附程度。近几十年来我国的进出口总额总体呈上升趋势，以下说法正确的是	0	1	0	1	1	0
guid_21-1	对外贸易依存度是指一国的进出口总额与该国国民生产总值或国内生产总值之比。对外贸易依存度反映一国对国际市场的依赖程度，体现本国经济增长对进出口贸易的依附程度。2010年，中国经济总量超过日本成为全球第二大经济实体有关的地理因素是	0	1	0	1	1	0
guid_22-0	地表单位面积接受到的太阳辐射量随坡度不同而不同。某山地坡面七月份太阳辐射量图下列题。关于该山地坡向的叙述正确的是(　　)①阳坡　②阴坡　③迎风坡　④背风坡	0	1	0	1	0	0
guid_22-1	地表单位面积接受到的太阳辐射量随坡度不同而不同。某山地坡面七月份太阳辐射量图下列题。该山地可能位于我国的(　　)	0	1	0	1	0	0
guid_23-0	中国和法国城市化进程图，完成下题1979年以来，中国城市化速度加快的主要原因是	0	1	0	0	1	0
guid_23-1	中国和法国城市化进程图，完成下题与中国相比，法国城市化进程的特点是	0	1	0	1	0	0
guid_24-0	积雪作为冰冻圈的重要组成部分之一，对全球能量平衡气候水文及生态影响显著，在全球气候变化中有着重要作用。下表示我国新疆北部地表覆盖对积雪变量的影响统计情况，据此完成下面小题。积雪年指每年的7月1日开始至次年的6月30日结束。积雪开始时间以连续5天以上日积雪深度大于5厘米为标准积雪结束时间以连续5天日积雪深度小于5厘米确定。上表中最有利于积雪形成的地表是	1	0	0	0	0	0
guid_24-1	积雪作为冰冻圈的重要组成部分之一，对全球能量平衡气候水文及生态影响显著，在全球气候变化中有着重要作用。下表示我国新疆北部地表覆盖对积雪变量的影响统计情况，据此完成下面小题。积雪年指每年的7月1日开始至次年的6月30日结束。积雪开始时间以连续5天以上日积雪深度大于5厘米为标准积雪结束时间以连续5天日积雪深度小于5厘米确定。造成积雪结束时间不同的原因是	1	0	0	0	0	0
guid_25-0	表示我国东部中部和西部三个地带GDP亿元的增长，据此完成下列各题。能分别正确反映东中西部三个地带GDP增长的折线依次是	0	0	0	1	0	1
guid_25-1	表示我国东部中部和西部三个地带GDP亿元的增长，据此完成下列各题。关于三个地带发展的叙述，不正确的是	0	0	0	1	0	1
guid_25-2	表示我国东部中部和西部三个地带GDP亿元的增长，据此完成下列各题。有关①经济地带的叙述，错误的是	0	0	0	1	0	0
guid_26-0	示意我国1960-2045年每五年劳动人口增长变化含预测)。完成下题。我国劳动人口数量最多的年份是	0	0	1	0	0	0
guid_26-1	示意我国1960-2045年每五年劳动人口增长变化含预测)。完成下题。2015-2025劳动人口数量的变化会导致	0	0	1	0	0	0
guid_27-0	为我国2006年至2012年粮食作物产量及粮食作物播种面积增长率。完成下列问题。图中信息反映出	0	1	1	0	0	0
guid_27-1	为我国2006年至2012年粮食作物产量及粮食作物播种面积增长率。完成下列问题。从图中导致中国粮食作物产量变化的最主要原因是	0	0	0	1	0	0
guid_28-0	四个国家在同一年度中的粮食作物生产的统计表。下面小题。最可能是商品谷物生产国的是	0	0	0	1	1	0
guid_28-1	四个国家在同一年度中的粮食作物生产的统计表。下面小题。与丙丁两国农业生产特征相似的是	0	0	0	1	1	0
guid_29-0	我国不同地区某年粮食生产效率表。下列问题。表中所示生产成本和效能，资本效率最多和单产最低的地区分别是	1	0	0	0	0	0
guid_29-1	我国不同地区某年粮食生产效率表。下列问题。东北和新疆的人力投入量最低，人力效率最高，反映出	1	0	0	0	0	0
guid_30-0	是某水库流入水量和流出水量在一年中的变化情况。下列小题。该水库蓄水的最高水位出现在	0	0	0	1	0	0
guid_30-1	是某水库流入水量和流出水量在一年中的变化情况。下列小题。该水库可能位于	0	0	0	0	1	0
guid_31-0	图3示意我国及东部中部西部三大地带能源自给率的变化情况。完成问题。图中四条曲线代表西部地带的是	0	0	0	1	0	1
guid_31-1	图3示意我国及东部中部西部三大地带能源自给率的变化情况。完成问题。下列地区可以大量调出能源输往Ⅳ地带的是	0	0	0	1	0	1
guid_32-0	是我国某地一河流流量与含沙量逐月分布图，完成下列各题。该河流春汛的主要补给是	1	0	0	0	1	0
guid_32-1	是我国某地一河流流量与含沙量逐月分布图，完成下列各题。该地区夏季降水的最主要类型是	1	0	0	0	1	0
guid_32-2	是我国某地一河流流量与含沙量逐月分布图，完成下列各题。该河流主要分布在	1	0	0	0	1	0
guid_33-0	抚养比是指非劳动力人口数与劳动力人口数之间的比率。老年抚养比=（65岁以上人口数/15-64岁人口数）×100%；少年抚养比=（0-14岁少年儿童人口数∕15-64岁人口数）×100%。“人口红利期是指随着生育率的下降和总人口中劳动适龄人口比重的上升，形成了一个劳动力资源相对丰富人口抚养负担相对较轻的时期。图为我国不同年龄段人口比例随时间变化图，完成下列各题。在最大人口红利期，老年抚养比少年抚养比大约是	1	0	0	1	0	0
guid_34-0	2016年9月21日，中新网报道，联合国难民署发布最新统计报告，今年到目前，跨越地中海抵达欧洲沿岸的难民和移民人数已经超过30万人。是欧洲某国家近40年人口统计折线图，完成下列各题。该国家人口数量开始增加的时间是	0	0	1	0	0	0
guid_35-0	中国四个城市建成区面积平方公里的变化表，下列各题。依据表格信息四个城市中服务范围最大的是	1	0	0	1	0	0
guid_36-0	2015年4月，国务院正式批复同意设立湖南湘江新区。该新区现有常住人口85万，其中两院院士40余人，大中专院校30多所，在校大学生30余万人。湖南湘江新区产业及城市化率数据表单位：%），下列各题。与2014年相比，2025年湘江新区产业结构变化的特点是	0	1	0	0	0	0
guid_36-1	2015年4月，国务院正式批复同意设立湖南湘江新区。该新区现有常住人口85万，其中两院院士40余人，大中专院校30多所，在校大学生30余万人。湖南湘江新区产业及城市化率数据表单位：%），下列各题。到2025年时，湘江新区城市化率将大幅度提升，主要是因为①传统工业发展迅速②服务业的带动作用③农村人口大量就地城市化④高校大幅度扩招	0	1	0	0	0	0
guid_37-0	为我国某水库流入水量与流出水量年内变化情况，读后下列问题。该水库蓄水的最高水位出现在	0	0	0	1	0	0
guid_37-1	为我国某水库流入水量与流出水量年内变化情况，读后下列问题。该水库可能位于	0	0	0	0	1	0
guid_38-0	甲乙两类工业生产成本构成表完成下面各题。甲类工业部门最可能是	1	0	0	0	0	0
guid_38-1	甲乙两类工业生产成本构成表完成下面各题。乙类工业	1	0	0	0	0	0
guid_39-0	我国北京上海近十年常住人口年均增速统计表。据此完成下列各题。据表可知2007-2016年北京常住人口	0	0	1	0	0	0
guid_39-1	我国北京上海近十年常住人口年均增速统计表。据此完成下列各题。导致2014-2016年上海常住人口增速变化的主要原因是	1	0	1	0	0	0
guid_40-0	下题影响XYZ的主要农业区位因素是	0	0	0	1	0	0
guid_40-1	下题如果要在XYZ三地发展花卉种植乳牛饲养小麦生产，下列方案最合理的是①X地种植小麦的经济效益最高②X地应该发展花卉种植③距城市20-60千米远的地方适合饲养乳牛④小麦生产应位于距城市60-100千米处	0	0	0	1	0	0
guid_41-0	是我国中部某省三次产业就业比重变化图。小题。下列有关该省经济发展的叙述，正确的是。	0	0	0	1	0	1
guid_41-1	是我国中部某省三次产业就业比重变化图。小题。为推动该省经济发展，提高就业水平，应积极发展。	0	0	0	1	0	1
guid_42-0	为20世纪以来美国底特律市城市人口总数变化图。权威机构推测其2100年将变空城。推断底特律成为空城的原因	0	1	0	0	0	1
guid_43-0	人口抚养比指总人口中非劳动年龄人口数与劳动年龄15-64岁人口数之比。示意我国某省1990年2000年和2010年三个年份人口逐岁累计比重。以下问题。据图可推断三个年份中	0	0	0	1	0	0
guid_43-1	人口抚养比指总人口中非劳动年龄人口数与劳动年龄15-64岁人口数之比。示意我国某省1990年2000年和2010年三个年份人口逐岁累计比重。以下问题。1990年2000年和2010年依次为	0	0	0	1	0	0
guid_44-0	我国某市1980年至2012年间城镇化进程中市区人口城镇化水平与建成区面积变化相对上一年示意图，完成下列问题。1980-2012年间，该城镇①城市总面积逐年增加②城镇化水平有的年份升高，有的年份下降③市区人口基本没有变化④建成区面积与市区人口都有增加的趋势	0	0	1	0	0	1
guid_44-1	我国某市1980年至2012年间城镇化进程中市区人口城镇化水平与建成区面积变化相对上一年示意图，完成下列问题。该市城镇化进程中不可能出现的现象是	0	0	1	0	0	1
guid_45-0	我国五个自治区行政中心城市气候资料表。袁中数据，下列问题。①②③④序号对应的城市是	1	0	0	1	0	0
guid_45-1	我国五个自治区行政中心城市气候资料表。袁中数据，下列问题。城市①冬春季降水较多的原因是受	0	0	0	0	1	0
guid_46-0	雾霾天气，是造成城市里大面积低能见度的情况。在早上或夜间相对湿度较大的时候，形成的是雾在白天气温上升湿度下降的时候，逐渐转化成霾。这种现象既有气象原因，也有污染排放原因。某城市一天中PM2.5变化图，下列各题。下列有关上图中PM2.5出现两个峰值的主要原因，最合理的是	1	0	0	0	1	0
guid_47-0	国家人口发展规划2016-2030年）》中指出，未来十几年我国人口发展进入关键转折期。表1为我国人口变化预测数据。据此完成下列各题。下列说法符合我国人口发展趋势的是	0	1	0	0	0	0
guid_47-1	国家人口发展规划2016-2030年）》中指出，未来十几年我国人口发展进入关键转折期。表1为我国人口变化预测数据。据此完成下列各题。根据我国常住人口城镇化率的变化，推测其对我国农村的影响①推动农业机械化水平的提高②农村劳动力平均年龄变小③有利于农村生态环境的改善④农村学校儿童上学平均距离缩短	0	1	0	0	0	0
guid_48-0	为秦岭太白山南北坡气温垂直递减率的变化情况。完成下列各题。太白山南北坡气温垂直递减率	0	0	0	1	0	0
guid_48-1	为秦岭太白山南北坡气温垂直递减率的变化情况。完成下列各题。影响南北坡5-9月气温垂直递减率差异的主要因素是①纬度②坡度③气流运动④植被覆盖	0	0	0	1	0	0
guid_49-0	据专家预测，香港的年龄在65岁及65岁以上的人口将在2050年达到237.3万人，2045-2050年间，增长速度仅为1.9。老龄化率在2025年突破1/5，2033年突破1/4。为中国中国香港马来西亚泰国四个国家地区2010-2050年龄结构在65岁及65岁以上人口比重图。完成下列小题。图中①②③④四条曲线表示香港2010-2005年老年人口预测的是	0	1	0	1	1	0
guid_49-1	据专家预测，香港的年龄在65岁及65岁以上的人口将在2050年达到237.3万人，2045-2050年间，增长速度仅为1.9。老龄化率在2025年突破1/5，2033年突破1/4。为中国中国香港马来西亚泰国四个国家地区2010-2050年龄结构在65岁及65岁以上人口比重图。完成下列小题。针对材料反映的香港认可问题，当地政府应	0	1	0	1	1	0
guid_50-0	地理集中度表示产业在区域空间的集聚程度，数值越小，集中度越低，反之越高。我国三大产业的地理集中度变化曲线图，完成下列问题。近30年以来，我国三大产业空间格局呈现的变化是	0	0	0	1	1	1
guid_51-0	图7为我国某河流中游水文观测站多年月平均降水量径流量输沙量变化图。14-16题该流域	0	0	0	0	1	0
guid_52-0	表是四个不同地区农业生产比较表。据此完成下列问题。甲-丁对应的农业地域类型可能性最大的是	0	0	1	0	1	0
guid_53-0	老年人并非一个同质群体，按照年龄可将其分为低龄老年人60-69岁中龄老年人70-79岁和高龄老年人80岁以上）。据图可知	0	0	0	1	0	1
guid_54-0	该河流最主要的补给类型是	0	0	0	1	1	0
guid_55-0	2012年社会蓝皮书指出，2011年中国城镇人口占总人口的比重，数千年来首次超过农业人口，达到51.27%。我国某省市区城人口统计表，下列各题。近30年来，我国城市化快速发展的主要原因是	0	1	0	0	1	1
guid_55-1	2012年社会蓝皮书指出，2011年中国城镇人口占总人口的比重，数千年来首次超过农业人口，达到51.27%。我国某省市区城人口统计表，下列各题。表格数据所代表的省市区最可能是	0	1	0	0	1	0
guid_56-0	中国印度俄罗斯美国四个国家2008年每日的石油生产消费输出输入统计表，下列问题。从上表，哪国国内每日石油现货呈现不足的情形	0	0	0	0	0	0
guid_56-1	中国印度俄罗斯美国四个国家2008年每日的石油生产消费输出输入统计表，下列问题。根据上袭，甲乙丙丁国家分别是	1	0	0	1	0	0
guid_57-0	甲乙两地人口的抽样调查表”（每10000人中各年龄段人数及死亡率统计）。完成下列各题。下列说法与表格内容相符的是	0	0	0	1	0	0
guid_58-0	是某国1940-2012年人口自然增长率变化情况。完成下面小题。图示时间段内，该国人口最少的年份是	0	0	1	0	0	0
guid_58-1	是某国1940-2012年人口自然增长率变化情况。完成下面小题。近年来该国人口增长模式为	0	0	0	0	0	1
guid_58-2	是某国1940-2012年人口自然增长率变化情况。完成下面小题。缓解该国目前人口问题的合理措施是①鼓励生育②推迟退休③提倡早婚④吸引移民	0	0	1	0	0	0
guid_59-0	2010年12月31日，中国颁布稀土出口配额制度，世界稀土产业将形成新的格局。2009年部分国家和地区稀土储量产量和消费量占世界百分比统计表。完成下列各题。我国稀土资源储量从20世纪70年代占世界总量的74%，到2009年仅占36%，其主要原因是	1	0	0	0	0	0
guid_59-1	2010年12月31日，中国颁布稀土出口配额制度，世界稀土产业将形成新的格局。2009年部分国家和地区稀土储量产量和消费量占世界百分比统计表。完成下列各题。从可持续发展的角度看，我国在稀土资源开发利用方面应采取的合理措施是①减少初级矿产品的出口②对稀土资源进行保护性开采③针对稀土资源储量丰富的优势大力开采④进一步扩大稀土资源在世界上的出口份额	1	0	0	0	0	0
guid_60-0	我国劳动人口15-64岁增长率变化预测图，下列问题。我国劳动力人口达到顶峰的时间大约是	0	0	1	0	0	0
guid_60-1	我国劳动人口15-64岁增长率变化预测图，下列问题。据图推测，我国未来面临的严峻的人口问题最可能是	0	0	1	0	0	0
guid_61-0	气温日较差是一天中最高气温与最低气温的差值。图是某年3月1日至17日上海地区气温折线图。完成下题。图中最高气温表示一天中的最高气温，最低气温表示一天中最低气温。17天中，最高气温出现在	1	0	0	0	0	0
guid_61-1	气温日较差是一天中最高气温与最低气温的差值。图是某年3月1日至17日上海地区气温折线图。完成下题。下列4天中，气温日较差最大的一天是	0	0	1	1	0	0
guid_62-0	我国华南某城市2012年PM2.5月变化统计图，完成下列各题。该城市夏季PM2.5含量数值全年最低的主要原因是	1	0	0	0	0	0
guid_62-1	我国华南某城市2012年PM2.5月变化统计图，完成下列各题。下列降低该城市PM2.5含量的措施，切实可行的是	1	0	0	0	0	0
guid_63-0	为中国不包括港澳台地区俄罗斯澳大利亚小麦出口量随年代变化示意图。以下问题。曲线甲乙丙代表的国家分别为	0	0	0	1	1	1
guid_63-1	为中国不包括港澳台地区俄罗斯澳大利亚小麦出口量随年代变化示意图。以下问题。乙国2002年小麦出口量突然下降，其原因最有可能是	0	0	0	0	1	0
guid_63-2	为中国不包括港澳台地区俄罗斯澳大利亚小麦出口量随年代变化示意图。以下问题。关于甲乙丙三国，下列说法正确的是	0	0	0	0	1	0
guid_64-0	今后我国三个地带的发展，应当在国家统一规划指导下，按照因地制宜合理分工各展所长优势互补共同发展的原则，充分发挥本地带的优势。表示我国东部中部和西部三个地带GDP亿元的增长，据此完成下列小题。能分别正确反映东中西部三个地带GDP增长的折线依次是	0	1	0	1	0	0
guid_64-1	今后我国三个地带的发展，应当在国家统一规划指导下，按照因地制宜合理分工各展所长优势互补共同发展的原则，充分发挥本地带的优势。表示我国东部中部和西部三个地带GDP亿元的增长，据此完成下列小题。关于三个地带发展的叙述，不正确的是	0	1	0	1	0	0
guid_64-2	今后我国三个地带的发展，应当在国家统一规划指导下，按照因地制宜合理分工各展所长优势互补共同发展的原则，充分发挥本地带的优势。表示我国东部中部和西部三个地带GDP亿元的增长，据此完成下列小题。有关①经济地带的叙述，错误的是	0	1	0	1	0	0
guid_65-0	表示的是某滨海地区陆地和海洋表面气温日变化的曲线图，下题。有关甲图描述正确的是	0	0	0	1	0	0
guid_65-1	表示的是某滨海地区陆地和海洋表面气温日变化的曲线图，下题。由图甲推断，图乙中海风出现时间约为	0	0	0	1	0	0
guid_66-0	1995-2009年我国某省级行政区户籍人口迁移变动情况图结合所学知识，完成题。1995-2009年，该省级行政区户籍人口(　　)	0	1	0	0	0	1
guid_66-1	1995-2009年我国某省级行政区户籍人口迁移变动情况图结合所学知识，完成题。从人口迁移模式看，该省级行政区可能是(　　)	0	1	0	0	0	1
guid_67-0	下为每冶炼一吨钢所需煤铁变化示意图，下列各题。1800年的钢铁工业	0	0	1	0	0	0
guid_67-1	下为每冶炼一吨钢所需煤铁变化示意图，下列各题。到1985年钢铁工业多布局在港口，而不在铁矿产地，主要是因为	0	0	1	0	0	0
guid_68-0	表示的是改革开放以来全国及国内三大经济地带城市化水平的变化情况。完成下列问题。图中反映中部地带城市化水平变化情况的曲线是	0	0	0	1	0	0
guid_69-0	水量盈余率是衡量水库蓄水量变化的重要指标水量盈余率流入量/流出量)，某水库各月水量盈余率统计表。完成下面小题。该水库储水量最小的月份是	0	0	1	0	0	0
guid_69-1	水量盈余率是衡量水库蓄水量变化的重要指标水量盈余率流入量/流出量)，某水库各月水量盈余率统计表。完成下面小题。该水库最有可能位于	0	0	1	0	0	0
guid_70-0	为在人工模拟降雨条件下，不同性质的城市地对面水量入渗随时间变化。据此，下列各题。不同性质的地表，对水循环影响差异较大的环节是	0	0	0	1	0	0
guid_70-1	为在人工模拟降雨条件下，不同性质的城市地对面水量入渗随时间变化。据此，下列各题。为了美化环境并减轻城市内涝的发生，城市下垫面最适宜增加	0	0	0	1	0	0
guid_71-0	为1850-2050年中国英国和美国三国城市化进程示意图含预测）。下列各题。图中	0	1	0	1	0	0
guid_71-1	为1850-2050年中国英国和美国三国城市化进程示意图含预测）。下列各题。2030年与2000年相比，三国城市化带来主要变化有	0	1	0	1	0	0
guid_72-0	下面是我国人口增长走势及预测图，，题图中abc三条曲线依次表示	0	1	1	0	0	0
guid_72-1	下面是我国人口增长走势及预测图，，回答题根据图中曲线，下列说法正确的是	0	1	0	0	0	0
guid_73-0	北京市人口统计表，完成下列各题。北京市2006年人口增长的主要特点是	0	1	0	0	0	0
guid_73-1	北京市人口统计表，完成下列各题。该表数据反映出北京市	0	1	0	0	0	0
guid_74-0	为长江三角洲某城市多年平均太阳辐射值逐月变化柱状图。完成下列各题。该城市平均太阳辐射值最大的季节是	0	0	0	0	1	0
guid_74-1	为长江三角洲某城市多年平均太阳辐射值逐月变化柱状图。完成下列各题。该城市各月平均太阳辐射值	0	0	0	0	1	0
guid_75-0	1800-2000年世界城市化水平图结合所学知识，完成问题。由图可知	0	1	0	1	0	0
guid_75-1	1800-2000年世界城市化水平图结合所学知识，完成问题。有关城市化，下列叙述不正确的是	0	1	0	1	0	0
guid_76-0	图3为我国东南沿海某南北走向山脉东西坡两个风塔所测风速随高度变化图。第5题。由图可判断出	0	1	0	1	0	0
guid_77-0	我国与全球同纬度太阳辐射总量对比图。完成1-2题。图示我国不同地区年太阳辐射总量差异最大的地区在	0	0	0	1	0	0
guid_77-1	我国与全球同纬度太阳辐射总量对比图。完成1-2题。我国东南地区年太阳辐射总量较同纬度全球平均值低，其主要原因是我国东南地区	0	0	0	1	0	0
guid_78-0	为成都30.7°N，104°E日出时刻7时零4分北京时间这一天，世界四个著名城市与成都正午太阳高度差值H和日出时间差值T图图中正午太阳高度大于成都为正，小于为负日出时间早于成都为正，晚于为负)，问题。图中①、②、③、④依次代表的城市，正确的一组是	1	0	0	0	0	0
guid_79-0	世界中国印度德国人口年龄构成和抚养比2008年统计表。抚养比指0一14岁和65岁及以上人口与15-64岁人口之比。据此完成下列各题。世界中国印度德国依次与表中代号对应正确的一组是	1	0	0	1	0	0
guid_79-1	世界中国印度德国人口年龄构成和抚养比2008年统计表。抚养比指0一14岁和65岁及以上人口与15-64岁人口之比。据此完成下列各题。②国抚养比低的最主要原因是	1	0	0	0	0	0
guid_80-0	图3为甲乙两国人口变化曲线完成6-8题：图3甲乙两国人口变化曲线有关甲乙两国人口增长模式的叙述，正确的是	0	0	0	1	1	1
guid_80-1	图3为甲乙两国人口变化曲线完成6-8题：从图中可以看出，人口增长模式的转变开始于	0	0	0	1	1	1
guid_80-2	图3为甲乙两国人口变化曲线完成6-8题：目前人口增长模式与乙国2000年人口增长模式一致的是	0	0	1	0	1	1
guid_81-0	某功能区人口密度日变化示意图图中反映的城市功能区是	0	1	0	0	1	0
guid_82-0	鲁尔区三大产业就业人数变化示意图下列下面小题。关于图中内容的叙述，正确的是	0	0	0	1	0	1
guid_82-1	鲁尔区三大产业就业人数变化示意图下列下面小题。图示内容最能直接反映鲁尔区振兴的综合整治措施是	0	0	0	1	0	1
guid_82-2	鲁尔区三大产业就业人数变化示意图下列下面小题。下列经济活动能促进鲁尔区第三产业就业人数增长的是	0	0	0	1	0	1
guid_83-0	2016•全国某河流位于浙江东部，下游河床受径流与潮汐共同影响：枯水期，以潮流带来的泥沙淤积为主汛期，上游下泄的径流冲刷河床。图2示意该河下游某地1962年两个时期河床断面形态，其中，甲是河床最低时期的断面。1964年在该河上游建成水库2000年，在该河河口建成大型水闸。据此完成以下问题。2000年，在该河河口建成大型水闸，床断面形态从甲至乙的变化过程发生在	0	0	0	1	0	0
guid_83-1	2016•全国某河流位于浙江东部，下游河床受径流与潮汐共同影响：枯水期，以潮流带来的泥沙淤积为主汛期，上游下泄的径流冲刷河床。图2示意该河下游某地1962年两个时期河床断面形态，其中，甲是河床最低时期的断面。1964年在该河上游建成水库2000年，在该河河口建成大型水闸。据此完成以下问题。2000年，在该河河口建成大型水闸，库竣工后，水库下游河流	0	0	0	1	0	0
guid_84-0	如图为我国某城市主要功能用地面积空间变化图完成下题该城市主要功能用地集中区由市中心向外依次是	0	0	0	0	1	0
guid_84-1	如图为我国某城市主要功能用地面积空间变化图完成下题距市中心4千米附近工业发展的主要区位优势是	0	0	0	0	1	0
guid_85-0	北京和深圳是我国城市化进程对比较为明显的两个城市，有关两城市城市化的统计数据表城市化率等于暂住人口和户籍非农人口之和与总人口的比值）。据此完成下列问题。材料所示时段，北京和深圳城市化的主要表现是	0	0	0	1	0	0
guid_85-1	北京和深圳是我国城市化进程对比较为明显的两个城市，有关两城市城市化的统计数据表城市化率等于暂住人口和户籍非农人口之和与总人口的比值）。据此完成下列问题。材料所示时段，深圳城市化异于北京的主要原因是	0	0	0	1	0	0
